"docid"	"earliestdate"	"actualdate"	"tags"	"author"	"title"	"gender"	"nationality"	"authsvols"	"lastname"
"uc2.ark+=13960=t55d8p14j"	1843	1854	"vulgar"	"Stephens, Ann S"	"High life in New York"	"f"	"us"	47	"Stephens"
"nyp.33433075741789"	1845	1852	"vulgar"	"Reynolds, George W. M"	"The mysteries of the court of London"	"m"	"uk"	61	"Reynolds"
"uc1.b249620"	1848	1853	"vulgar"	"Peppergrass, Paul"	"Shandy M'Guire, or, Tricks upon travellers : being a story of the north of Ireland"	"m"	"ir"	4	"Peppergrass"
"njp.32101073308494"	1849	1852	"vulgar"	"Manning, Anne"	"The maiden & married life of Mary Powell, afterwards Mistress Milton"	"f"	"uk"	66	"Manning"
"uc2.ark+=13960=t4wh2fh9b"	1850	1850	"vulgar"	"Leighton, John"	"Christmas comes but once a year"	"m"	"uk"	2	"Leighton"
"uc2.ark+=13960=t10p0ww49"	1850	1866	"elite"	"Hawthorne, Nathaniel"	"The scarlet letter"	"m"	"us"	437	"Hawthorne"
"mdp.39015031908893"	1850	1850	"elite"	"Collins, Wilkie"	"Antonina;"	"m"	"uk"	231	"Collins"
"uc1.b3579114"	1850	1850	"vulgar"	"Kimball, Richard B"	"Saint Leger, or, The threads of life"	"m"	"us"	18	"Kimball"
"uc2.ark+=13960=t6m043s5h"	1850	1860	"vulgar"	"Hall, S. C"	"Stories of the Irish peasantry"	"f"	"uk"	60	"Hall"
"mdp.39015031909669"	1850	1850	"elite"	"Collins, Wilkie"	"Antonina;"	"m"	"uk"	231	"Collins"
"mdp.39015031908901"	1850	1850	"elite"	"Collins, Wilkie"	"Antonina;"	"m"	"uk"	231	"Collins"
"uiuo.ark+=13960=t2697np18"	1850	1851	"vulgar"	"Lytton, Rosina Bulwer Lytton"	"Miriam Sedley; or, The tares and the wheat"	"f"	"uk"	35	"Lytton"
"uc1.b3548184"	1850	1850	"vulgar"	"Warburton, Eliot"	"Reginald Hastings"	"m"	"ir"	4	"Warburton"
"uiuo.ark+=13960=t5fb5p49z"	1851	1851	"elite"	"Ponsonby, Emily"	"Clare Abbey, or, The trials of youth"	"f"	"uk"	33	"Ponsonby"
"uiuo.ark+=13960=t9086r70j"	1851	1851	"vulgar"	"Daniel, Mackenzie"	"Fernley Manor"	"f"	"uk"	12	"Daniel"
"uc2.ark+=13960=t2h708h89"	1851	1851	"vulgar"	"Pearson, Emily C"	"Jamie Parker, the fugitive"	"f"	"us"	2	"Pearson"
"nyp.33433074872015"	1851	1851	"vulgar"	"Howitt, Mary Botham"	"The heir of Wast-Wayland"	"f"	"uk"	61	"Howitt"
"uiuo.ark+=13960=t0tq6857p"	1851	1851	"elite"	"Dalrymple, J. Elphinstone"	"The Livingstones"	"f"	"uk"	3	"Dalrymple"
"uc2.ark+=13960=t4rj4df5z"	1851	1869	"vulgar"	"Mitchell, Donald Grant"	"Dream life"	"m"	"us"	60	"Mitchell"
"uc1.b4145140"	1851	1852	"elite"	"Stowe, Harriet Beecher"	"Uncle Tom's cabin"	"f"	"us"	108	"Stowe"
"uc1.b4717980"	1851	1860	"vulgar"	"Reid, Mayne"	"The war trail, or, The hunt of the wild horse"	"m"	"us"	177	"Reid"
"uc2.ark+=13960=t5h98zv6n"	1851	1860	"vulgar"	"Luke, Jemima Thompson"	"The female Jesuit;"	"f"	"uk"	3	"Luke"
"uiuo.ark+=13960=t6834cj82"	1851	1851	"elite"	"Oliphant, Margaret"	"Merkland"	"f"	"uk"	305	"Oliphant"
"uiuo.ark+=13960=t0tq6hk31"	1851	1851	"elite"	"Ponsonby, Emily"	"Clare Abbey, or, The trials of youth"	"f"	"uk"	33	"Ponsonby"
"uiuo.ark+=13960=t81k02901"	1851	1851	"vulgar"	"Pinkney, Jane Vaughan"	"The young doctor"	"f"	"uk"	6	"Pinkney"
"uc1.b3327058"	1851	1851	"vulgar"	"Murray, Hamilton"	"Falkenburg"	"f"	"uk"	10	"Murray"
"dul1.ark+=13960=t2f77261f"	1851	1852	"vulgar"	"Perce, Elbert"	"Gulliver Joi, his three voyages"	"m"	"us"	2	"Perce"
"uiuo.ark+=13960=t8w95tp2x"	1851	1851	"vulgar"	"Reid, Mayne"	"The scalp hunters"	"m"	"us"	177	"Reid"
"uiuo.ark+=13960=t5j96qq51"	1851	1851	"elite"	"Oliphant, Margaret"	"Merkland"	"f"	"uk"	305	"Oliphant"
"uiuo.ark+=13960=t19k4x25q"	1851	1851	"elite"	"Oliphant, Margaret"	"Merkland"	"f"	"uk"	305	"Oliphant"
"uc2.ark+=13960=t8tb0zk22"	1851	1851	"elite"	"Roe, A. S"	"To love and to be loved"		"us"	12	"Roe"
"uva.x030802597"	1851	1851	"vulgar"	"Knight, Helen C"	"chi.35738102"	"f"	"us"	8	"Knight"
"njp.32101064715665"	1851	1851	"vulgar"	"Southworth, Emma Dorothy Eliza Nevitte"	"Shannodale"	"f"	"us"	82	"Southworth"
"mdp.39015063516614"	1851	1851	"elite"	"Borrow, George Henry"	"Lavengro;"	"m"	"uk"	23	"Borrow"
"mdp.39015064466116"	1851	1851	"elite"	"Borrow, George Henry"	"Lavengro;"	"m"	"uk"	23	"Borrow"
"mdp.39015064466108"	1851	1851	"elite"	"Borrow, George Henry"	"Lavengro;"	"m"	"uk"	23	"Borrow"
"uc2.ark+=13960=t81j9d133"	1851	1851	"vulgar"	"Watson, William Davy"	"Trevethlan"	"m"	"uk"	8	"Watson"
"nyp.33433076049380"	1852	1852	"vulgar"	"Peterson, Charles J"	"The cabin and parlor; or, Slaves and masters"	"m"	"us"	4	"Peterson"
"uiuo.ark+=13960=t3708cf7k"	1852	1852	"vulgar"	"Belfast, Frederick Richard Chichester"	"The farce of life"	"m"	"uk"	9	"Belfast"
"uc2.ark+=13960=t7dr2xx5g"	1852	1852	"vulgar"	"Lowndes, Hannah Maria Jones"	"Katharine Bereford; or, The shade and sunshine of woman's life"	"f"	"uk"	2	"Lowndes"
"uc2.ark+=13960=t1xd10385"	1852	1852	"vulgar"	"Bennett, Emerson"	"Viola; or, Adventures in the far South-west"	"m"	"us"	38	"Bennett"
"uc1.b250587"	1852	1852	"elite"	"Sinclair, Catherine"	"Beatrice, or, The unknown relatives"	"f"	"uk"	40	"Sinclair"
"uc1.b3325180"	1852	1852	"vulgar"	"Thompson, Daniel P"	"May Martin, and other tales of the Green Mountains"	"m"	"us"	15	"Thompson"
"nyp.33433074862560"	1852	1852	"vulgar"	"Gwynne, Talbot"	"The school for fathers"	"f"	"uk"	3	"Gwynne"
"nyp.33433074895990"	1852	1852	"vulgar"	"McKinnon, William Charles"	"St. George; or, The Canadian league"	"m"	"ca"	2	"McKinnon"
"uiuo.ark+=13960=t6xw4qm1j"	1852	1853	"vulgar"	"Cole, Alfred Whaley"	"Hope"	"m"	"uk"	2	"Cole"
"uc2.ark+=13960=t1xd0w07q"	1852	1852	"elite"	"Craik, Dinah Maria Mulock"	"The head of the family"	"f"	"uk"	168	"Craik"
"uc1.b3325618"	1852	1852	"elite"	"Marsh-Caldwell, Anne"	"Castle Avon"	"f"	"uk"	97	"Marsh-Caldwell"
"uc1.b3325617"	1852	1852	"elite"	"Marsh-Caldwell, Anne"	"Castle Avon"	"f"	"uk"	97	"Marsh-Caldwell"
"uc1.b250586"	1852	1852	"elite"	"Sinclair, Catherine"	"Beatrice, or, The unknown relatives"	"f"	"uk"	40	"Sinclair"
"uc1.b250585"	1852	1852	"elite"	"Sinclair, Catherine"	"Beatrice, or, The unknown relatives"	"f"	"uk"	40	"Sinclair"
"uc1.b3325619"	1852	1852	"elite"	"Marsh-Caldwell, Anne"	"Castle Avon"	"f"	"uk"	97	"Marsh-Caldwell"
"uc2.ark+=13960=t53f4r152"	1852	1852	"elite"	"Craik, Dinah Maria Mulock"	"The head of the family"	"f"	"uk"	168	"Craik"
"uc2.ark+=13960=t7jq0zc1x"	1852	1852	"elite"	"Craik, Dinah Maria Mulock"	"The head of the family"	"f"	"uk"	168	"Craik"
"nyp.33433074947171"	1853	1860	"elite"	"Cockton, Henry"	"Percy Effingham"	"m"	"uk"	27	"Cockton"
"nyp.33433076053416"	1853	1853	"vulgar"	"Prime, William Cowper"	"The old house by the river"	"m"	"us"	12	"Prime"
"nyp.33433084128655"	1853	1855	"vulgar"	"Yonge, Charlotte M"	"The heir of Redclyffe"	"f"	"uk"	218	"Yonge"
"njp.32101068168424"	1853	1853	"elite"	"Crosland, Newton"	"Stray leaves from shady places"	"f"	"uk"	12	"Crosland"
"uc1.b3327126"	1853	1859	"vulgar"	"Rowcroft, Charles"	"The Australian Crusoes"	"m"	"uk"	17	"Rowcroft"
"nyp.33433074930144"	1853	1853	"elite"	"Brontë, Charlotte"	"Villette"	"f"	"uk"	153	"Brontë"
"nyp.33433000665822"	1853	1853	"elite"	"St. John, James Augustus"	"There and back again in search of beauty"	"m"	"uk"	12	"St"
"njp.32101042000354"	1853	1853	"vulgar"	"Irving, John Treat"	"Harry Harson, or, The benevolent bachelor"	"m"	"us"	23	"Irving"
"nyp.33433000665830"	1853	1853	"elite"	"St. John, James Augustus"	"There and back again in search of beauty"	"m"	"uk"	12	"St"
"nyp.33433074947270"	1853	1853	"vulgar"	"Collins, A. Maria"	"Mrs. Ben Darby"	"f"	"us"	2	"Collins"
"uiuo.ark+=13960=t8mc9hb8b"	1853	1854	"elite"	"Heighway, Osborn W. Trenery"	"Adeline, or, the mysteries, romance, and realities of Jewish life"	"m"		3	"Heighway"
"uiuo.ark+=13960=t76t15w5c"	1853	1853	"vulgar"	"Long, Catharine"	"The first lieutenant's story"	"f"	"uk"	7	"Long"
"uiuo.ark+=13960=t83j42304"	1853	1854	"elite"	"Heighway, Osborn W. Trenery"	"Adeline, or, the mysteries, romance, and realities of Jewish life"	"m"		3	"Heighway"
"uc1.$b809243"	1854	1854	"vulgar"	"Hornblower, Jane Elizabeth Roscoe"	"Vara, or, The child of adoption"	"f"	"us"	5	"Hornblower"
"uiuo.ark+=13960=t5fb5fx5f"	1854	1854	"elite"	"Grant, James"	"Philip Rollo, or, The Scottish musketeers"	"m"	"uk"	93	"Grant"
"njp.32101067634343"	1854	1869	"vulgar"	"Hamley, Edward Bruce"	"Lady Lee's widowhood"	"m"	"uk"	6	"Hamley"
"uc1.b3327580"	1854	1855	"vulgar"	"Pike, Mary Hayden Green"	"Ida May;"	"f"	"us"	1	"Pike"
"njp.32101074760370"	1854	1854	"vulgar"	"Engles, William M"	"The youth's casket"	"m"	"us"	1	"Engles"
"wu.89098013279"	1854	1854	"vulgar"	"Bullard, A. T. J"	"Love affairs, or, How a flirt was caught in his own trap"	"f"	"uk"	3	"Bullard"
"uiuo.ark+=13960=t3nv9vg5k"	1854	1854	"elite"	"Grant, James"	"Philip Rollo, or, The Scottish musketeers"	"m"	"uk"	93	"Grant"
"uiuo.ark+=13960=t1fj2v76r"	1854	1854	"elite"	"Gibson, Charles B"	"The last earl of Desmond"	"m"	"uk"	4	"Gibson"
"uiuo.ark+=13960=t72v35t5b"	1854	1854	"vulgar"	"Sheppard, Elizabeth Sara"	"Counterparts, or, The cross of love"	"f"	"uk"	18	"Sheppard"
"njp.32101068176260"	1854	1854	"vulgar"	"Cartwright, Robert"	"Ambrose the sculptor"	"f"	"uk"	4	"Cartwright"
"nyp.33433081830097"	1854	1854	"vulgar"	"Robinson, Solon"	"Hot corn"	"m"	"us"	8	"Robinson"
"uc2.ark+=13960=t75t3j32m"	1854	1857	"vulgar"	"Russell, Martha"	"Stories of New England life, or, LEaves from the tree Igdrasyl"	"f"	"us"	4	"Russell"
"uiuo.ark+=13960=t64462k75"	1854	1854	"elite"	"Gibson, Charles B"	"The last earl of Desmond"	"m"	"uk"	4	"Gibson"
"uc2.ark+=13960=t86h4jj86"	1854	1854	"vulgar"	"Ainsworth, William Harrison"	"The flitch of bacon, or The custom of Dunmow;"	"m"	"uk"	319	"Ainsworth"
"uiuo.ark+=13960=t2s46xt21"	1855	1855	"vulgar"	"Carter, Robert S"	"Talbot Hall"	"m"	"uk"	3	"Carter"
"nyp.33433074911094"	1855	1855	"vulgar"	"Murray, Charles Augustus"	"The trapper's bride; or, Spirit of adventure"	"m"	"uk"	20	"Murray"
"njp.32101067634244"	1855	1855	"elite"	"Hannay, James"	"Eustace Conyers;"	"m"	"uk"	8	"Hannay"
"njp.32101067634236"	1855	1855	"elite"	"Hannay, James"	"Eustace Conyers;"	"m"	"uk"	8	"Hannay"
"nyp.33433076065493"	1855	1855	"vulgar"	"Herbert, Henry William"	"Wager of battle;"	"m"	"uk"	26	"Herbert"
"uc2.ark+=13960=t6sx6753r"	1855	1855	"vulgar"	"Harwood, John Berwick"	"The serf-sisters;"	"m"	"uk"	12	"Harwood"
"uc1.b3321955"	1855	1855	"elite"	"Brooks, Shirley"	"Aspen court;"	"m"	"uk"	24	"Brooks"
"uc2.ark+=13960=t5cc1398w"	1855	1900	"presentaselite"	"Grant, James"	"The yellow frigate"	"m"	"uk"	93	"Grant"
"uc1.b3321953"	1855	1855	"elite"	"Brooks, Shirley"	"Aspen court;"	"m"	"uk"	24	"Brooks"
"njp.32101067634251"	1855	1855	"elite"	"Hannay, James"	"Eustace Conyers;"	"m"	"uk"	8	"Hannay"
"uiuo.ark+=13960=t41r7f89r"	1855	1855	"vulgar"	"Sewell, Elizabeth Missing"	"Cleve Hall"	"f"	"uk"	62	"Sewell"
"uc1.b3321954"	1855	1855	"elite"	"Brooks, Shirley"	"Aspen court;"	"m"	"uk"	24	"Brooks"
"uc1.b266927"	1855	1866	"vulgar"	"Holyoke, Hetty"	"Blanche and her friends"	"f"	"us"	3	"Holyoke"
"uc1.b4102903"	1856	1857	"elite"	"Dickens, Charles"	"Little Dorrit"	"m"	"uk"	1251	"Dickens"
"njp.32101068175031"	1856	1856	"vulgar"	"Tindal, Henrietta Euphemia"	"The heirs of Blackridge Manor"	"f"	"uk"	3	"Tindal"
"nyp.33433075900567"	1856	1856	"elite"	"Reade, Charles"	"It is never too late to mend"	"m"	"uk"	259	"Reade"
"mdp.39076005011502"	1856	1899	"presentaselite"	"Lever, Charles James"	"Novels and romances of Charles Lever"	"m"	"ir"	550	"Lever"
"nyp.33433074942859"	1856	1856	"elite"	"Conybeare, William John"	"Perversion"	"m"	"uk"	1	"Conybeare"
"nyp.33433075904890"	1856	1856	"elite"	"Reade, Charles"	"It is never too late to mend"	"m"	"uk"	259	"Reade"
"nyp.33433074793427"	1856	1856	"vulgar"	"Yale, Catharine Brooks"	"Abbie Nott, and other knots"	"f"	"us"	1	"Yale"
"njp.32101068166022"	1856	1856	"vulgar"	"Chatterton, Georgiana"	"Compensation"	"f"	"uk"	32	"Chatterton"
"uc1.b3123803"	1857	1857	"vulgar"	"Horlock, Knightley William"	"The Squire of Beechwood"	"m"	"uk"	12	"Horlock"
"mdp.39015012341775"	1857	1857	"elite"	"Smith, William"	"Thorndale;"	"m"	"uk"	1	"Smith"
"uiuo.ark+=13960=t3rv0xg5x"	1857	1857	"vulgar"	"Elton, Arthur Hallam"	"Below the surface"	"m"	"uk"	11	"Elton"
"mdp.39015008191382"	1857	1868	"elite"	"Hughes, Thomas"	"Tom Brown's school days"	"m"	"uk"	36	"Hughes"
"nyp.33433074872908"	1857	1857	"elite"	"Lawrence, George A"	"Guy Livingstone;"	"m"	"uk"	24	"Lawrence"
"nyp.33433076021587"	1858	1858	"vulgar"	"Stephens, Ann S"	"Mary Derwent"	"f"	"us"	47	"Stephens"
"uiuo.ark+=13960=t1ng5846p"	1858	1860	"presentaselite"	"Brooks, Shirley"	"The Gordian knot"	"m"	"uk"	24	"Brooks"
"uc2.ark+=13960=t87h1m84p"	1859	1859	"elite"	"Francis, Francis"	"Newton Dogvane"	"m"	"uk"	10	"Francis"
"uc2.ark+=13960=t3ws8wh1m"	1859	1883	"elite"	"Hughes, Thomas"	"Tom Brown at Oxford"	"m"	"uk"	36	"Hughes"
"uiuo.ark+=13960=t8df7d82c"	1859	1860	"vulgar"	"Sheppard, Elizabeth Sara"	"Almost a heroine"	"f"	"uk"	18	"Sheppard"
"uc2.ark+=13960=t9p26ws5x"	1859	1859	"elite"	"Francis, Francis"	"Newton Dogvane"	"m"	"uk"	10	"Francis"
"nyp.33433075727366"	1859	1859	"elite"	"Ferrer, Max"	"Robert Mornay"	"m"	"uk"	1	"Ferrer"
"nyp.33433075747240"	1859	1859	"elite"	"Eliot, George"	"Adam Bede"	"f"	"uk"	562	"Eliot"
"uc2.ark+=13960=t07w67c6x"	1859	1859	"vulgar"	"Burdett, Charles"	"Three per cent. a month;"	"m"	"us"	24	"Burdett"
"uiuo.ark+=13960=t8gf1fh3r"	1859	1859	"vulgar"	"Barrowcliffe, A. J"	"Trust for trust"	"m"	"uk"	3	"Barrowcliffe"
"uiuo.ark+=13960=t9s18jz2x"	1859	1859	"vulgar"	"Owen, Octavius Freire"	"Raised to the peerage"	"f"	"uk"	3	"Owen"
"uiuo.ark+=13960=t4dn4fz70"	1859	1859	"vulgar"	"Cornwallis, Kinahan"	"Wreck and ruin: or, Modern society"	"m"	"uk"	5	"Cornwallis"
"uc2.ark+=13960=t2c829n5x"	1859	1859	"elite"	"Francis, Francis"	"Newton Dogvane"	"m"	"uk"	10	"Francis"
"uc2.ark+=13960=t28912x1q"	1859	1859	"elite"	"Hamel, Felix John"	"Harry Roughton, or, Reminiscences of a revenue officer"	"m"	"uk"	2	"Hamel"
"nyp.33433082168976"	1859	1859	"vulgar"	"Adams, John Turvill"	"The white chief among the red men;"	"m"	"us"	5	"Adams"
"nyp.33433075748867"	1860	1860	"elite"	"Pardoe"	"The adopted heir"	"f"	"uk"	39	"Pardoe"
"nyp.33433074871488"	1860	1860	"vulgar"	"Bennett, Emerson"	"The trapper's bride; or, Spirit of adventure"	"m"	"us"	38	"Bennett"
"nyp.33433074911102"	1860	1860	"vulgar"	"Murray, Hamilton"	"Falkenburg"	"f"	"uk"	10	"Murray"
"nnc1.1002295628"	1860	1866	"elite"	"Trowbridge, J. T"	"The old battle-ground"	"m"	"us"	48	"Trowbridge"
"nyp.33433074850516"	1860	1872	"presentaselite"	"Harris, Miriam Coles"	"Rutledge"	"f"	"us"	41	"Harris"
"uiuo.ark+=13960=t02z1vk3v"	1860	1860	"vulgar"	"Bennett, Emerson"	"Forest and prairie;"	"m"	"us"	38	"Bennett"
"uc1.b4594169"	1860	1866	"vulgar"	"Brierley, Benjamin"	"A bundle o' fents from a Lancashire loom"	"m"	"uk"	6	"Brierley"
"nyp.33433082546916"	1860	1869	"elite"	"Kingston, William Henry Giles"	"Schoolboy days; or, Ernest Bracebridge"	"m"	"uk"	66	"Kingston"
"nyp.33433076087943"	1860	1860	"elite"	"Hawthorne, Nathaniel"	"The marble faun, or, The romance of Monte Beni"	"m"	"us"	437	"Hawthorne"
"njp.32101073395038"	1860	1860	"vulgar"	"Kavanagh, Julia"	"Seven years, and other tales"	"f"	"ir"	62	"Kavanagh"
"uc2.ark+=13960=t5m909j36"	1860	1860	"vulgar"	"Warfield, Catherine Ann Ware"	"The household of Bouverie"	"f"	"us"	11	"Warfield"
"nyp.33433082529318"	1860	1860	"elite"	"Abbott, Jacob"	"The Florence stories"	"m"	"us"	179	"Abbott"
"nyp.33433076087950"	1860	1860	"elite"	"Hawthorne, Nathaniel"	"The marble faun, or, The romance of Monte Beni"	"m"	"us"	437	"Hawthorne"
"wu.89087925830"	1860	1860	"elite"	"Arthur, T. S"	"The Allen house, or, Twenty years ago and now"	"m"	"us"	229	"Arthur"
"uiuo.ark+=13960=t2q53818b"	1860	1860	"vulgar"	"anonymous0"	"The Yankee slave-dealer;"		"us"	0	"anonymous0"
"uiuo.ark+=13960=t89g61j5w"	1860	1860	"vulgar"	"Grey"	"The little beauty"	"f"	"uk"	43	"Grey"
"uc1.$b809229"	1860	1860	"elite"	"Holland, J. G"	"Miss Gilbert's career"	"m"	"us"	40	"Holland"
"nyp.33433076054760"	1860	1860	"elite"	"Roe, A. S"	"How could he help it?"	"m"	"us"	12	"Roe"
"uc1.$b807239"	1860	1860	"elite"	"Cummins, Maria S"	"El FureidÌ¨s"	"f"	"us"	17	"Cummins"
"uc1.$b799998"	1860	1860	"elite"	"Spofford, Harriet Elizabeth Prescott"	"Sir Rohan's ghost"	"f"	"us"	32	"Spofford"
"njp.32101007613167"	1861	1861	"vulgar"	"Blagden, Isa"	"Agnes Tremorne"	"f"	"uk"	4	"Blagden"
"uc2.ark+=13960=t1wd3q923"	1861	1861	"elite"	"Holmes, Oliver Wendell"	"Elsie Venner;"	"m"	"us"	144	"Holmes"
"uva.x030800580"	1861	1861	"vulgar"	"anonymous1"	"Tuppy: or, The autobiography of a donkey"			0	"anonymous1"
"nyp.33433075761100"	1861	1866	"elite"	"Farrar, F. W"	"Julian Home"	"m"	"uk"	20	"Farrar"
"uc1.b4582062"	1861	1861	"vulgar"	"Minster, Annie Maria"	"Glenelvan;"			1	"Minster"
"uc2.ark+=13960=t3125zp8x"	1861	1861	"vulgar"	"Aytoun, William Edmondstoune"	"Norman Sinclair"	"m"	"uk"	2	"Aytoun"
"uiuo.ark+=13960=t5cc1pz8f"	1861	1861	"elite"	"Dickens, Charles"	"Great expectations"	"m"	"uk"	1251	"Dickens"
"uiuo.ark+=13960=t6f198m6h"	1861	1861	"vulgar"	"Cook, Dutton"	"Paul Foster's daughter"	"m"	"uk"	7	"Cook"
"nyp.33433076046253"	1861	1861	"vulgar"	"Radecliffe, Noell"	"Wheel within wheel"	"m"	"uk"	3	"Radecliffe"
"uc1.b4104144"	1861	1861	"elite"	"Putnam, Mary Lowell"	"Record of an obscure man"	"f"	"us"	3	"Putnam"
"uc2.ark+=13960=t8bg2j314"	1861	1861	"elite"	"Holmes, Oliver Wendell"	"Elsie Venner;"	"m"	"us"	144	"Holmes"
"uiuo.ark+=13960=t46q2mg0g"	1861	1861	"vulgar"	"Smythies, Harriet Maria Gordon"	"The Daily Governess"	"f"	"uk"	6	"Smythies"
"uc1.$b799875"	1861	1861	"elite"	"Winthrop, Theodore"	"Cecil Dreeme"	"m"	"us"	19	"Winthrop"
"uiuo.ark+=13960=t9g45d53j"	1861	1861	"elite"	"Dickens, Charles"	"Great expectations"	"m"	"uk"	1251	"Dickens"
"uiuo.ark+=13960=t2j684v7n"	1861	1861	"elite"	"Dickens, Charles"	"Great expectations"	"m"	"uk"	1251	"Dickens"
"njp.32101068971918"	1862	1864	"elite"	"Kingsley, Henry"	"Ravenshoe"	"m"	"uk"	125	"Kingsley"
"uc2.ark+=13960=t8x924472"	1862	1862	"vulgar"	"Dalton, William"	"Phaulcon the adventurer ; or The Europeans in the East"	"m"	"uk"	8	"Dalton"
"nyp.33433076063282"	1862	1869	"elite"	"Stowe, Harriet Beecher"	"The pearl of Orr's island"	"f"	"us"	108	"Stowe"
"nyp.33433075732614"	1862	1862	"vulgar"	"Sawyer, Caroline M"	"The merchant's widow"	"f"	"us"	3	"Sawyer"
"nyp.33433074795083"	1862	1862	"vulgar"	"Wood, Benjamin"	"Fort Lafayette;"	"m"	"us"	2	"Wood"
"uiuo.ark+=13960=t0ht38q7z"	1863	1863	"elite"	"Taylor, Meadows"	"Tara"	"m"	"uk"	35	"Taylor"
"uc2.ark+=13960=t09w0967b"	1863	1864	"elite"	"Warner, Susan"	"The old helmet"	"f"	"us"	57	"Warner"
"uiuo.ark+=13960=t3417gh0c"	1863	1864	"vulgar"	"Evans, Augusta J"	"Macaria"	"f"	"us"	24	"Evans"
"uiuo.ark+=13960=t1mg8892t"	1863	1863	"elite"	"Taylor, Meadows"	"Tara"	"m"	"uk"	35	"Taylor"
"uva.x004993551"	1863	1863	"vulgar"	"Reid, Mayne"	"Andrew Deverel;"	"m"	"us"	177	"Reid"
"nnc1.cu53417658"	1863	1903	"vulgar"	"Erckmann, Emile"	"Madame Thérèse"	"m"	"french"	31	"Erckmann"
"uiuo.ark+=13960=t5db8pf3x"	1863	1863	"elite"	"Taylor, Meadows"	"Tara"	"m"	"uk"	35	"Taylor"
"uc2.ark+=13960=t2q52nv5t"	1863	1862	"vulgar"	"Drury, Anna H"	"Deep waters"			8	"Drury"
"nnc1.1000026913"	1863	1865	"vulgar"	"Hoffman, Mary J"	"Agnes Hilton: or, Practical views of Catholicity"	"f"	"us"	1	"Hoffman"
"nyp.33433076060791"	1863	1863	"vulgar"	"Sala, George Augustus"	"The strange adventures of Captain Dangerous"	"m"	"uk"	35	"Sala"
"njp.32101067646404"	1864	1864	"vulgar"	"Holmes, Mary Jane"	"Darkness and daylight"	"f"	"us"	85	"Holmes"
"nyp.33433074911169"	1864	1864	"vulgar"	"Saunders, John"	"Guy Waterman"	"m"	"uk"	18	"Saunders"
"uc1.b250127"	1864	1864	"elite"	"Le Fanu, Joseph Sheridan"	"Uncle Silas"	"m"	"ir"	43	"Le"
"uiuo.ark+=13960=t2s46z17j"	1864	1864	"vulgar"	"anonymous2"	"Captain Herbert"	"m"		0	"anonymous2"
"uc1.b250128"	1864	1864	"elite"	"Le Fanu, Joseph Sheridan"	"Uncle Silas"	"m"	"ir"	43	"Le"
"uc1.b250129"	1864	1864	"elite"	"Le Fanu, Joseph Sheridan"	"Uncle Silas"	"m"	"ir"	43	"Le"
"uc2.ark+=13960=t3cz3cz3c"	1864	1864	"elite"	"Sargent, Epes"	"Peculiar;"	"m"	"us"	10	"Sargent"
"uc1.b250369"	1864	1864	"vulgar"	"Sala, George Augustus"	"Quite alone"	"m"	"uk"	35	"Sala"
"nc01.ark+=13960=t2n59009q"	1864	1864	"vulgar"	"Howe, Mary A"	"The rival volunteers;"	"f"	"us"	5	"Howe"
"uc1.b248359"	1864	1864	"vulgar"	"Cousin Carrie"	"Keep a good heart"		"us"	2	"Cousin"
"uc2.ark+=13960=t06w96j0p"	1864	1864	"elite"	"Warner, Susan"	"The old helmet"	"f"	"us"	57	"Warner"
"uiuo.ark+=13960=t1kh15m3g"	1865	1865	"elite"	"Foxton, E"	"Herman, or, Young knighthood"	"f"	"us"	2	"Foxton"
"uc2.ark+=13960=t71v5g84v"	1865	1866	"vulgar"	"Coffin, Charles Carleton"	"Winning his way"	"m"	"us"	14	"Coffin"
"wu.89098020001"	1865	1865	"vulgar"	"Denison, Mary A"	"The lover's trials;"	"f"	"us"	31	"Denison"
"uc2.ark+=13960=t1ng4h12x"	1865	1865	"vulgar"	"Stephens, Ann S"	"Silent struggles"	"f"	"us"	47	"Stephens"
"mdp.39015011425439"	1865	1865	"elite"	"Braddon, M. E"	"Only a clod, in three vols"	"f"	"uk"	273	"Braddon"
"loc.ark+=13960=t6d22dg8q"	1865	1865	"vulgar"	"Victor, Metta Victoria Fuller"	"The two hunters;"	"f"	"us"	12	"Victor"
